gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,weight,symbol,entrez,shrunkLFC,class
ENSG00000159708,34.12960715,0.824165187,0.286554634,2.876118859,0.004025981,0.087433419,2.154407114,LRRC36,55282,0.23816775,Up*
ENSG00000159753,189.2560876,0.5743573,0.169849289,3.381570236,0.000720728,0.026623571,2.017914586,CARMIL2,146206,0.357132868,Up*
ENSG00000162595,262.6004425,1.870585669,0.387042007,4.833030093,1.3447E-06,0.000128348,2.078494794,DIRAS3,9077,1.728766308,Up*
ENSG00000162623,139.6069097,1.492988308,0.413406998,3.611424853,0.000304519,0.013340791,2.017914586,TYW3,127253,0.821908135,Up*
ENSG00000163395,21.17692777,2.50445601,0.624516954,4.010229016,6.06599E-05,0.007704034,0.803157611,IGFN1,91156,1.926688344,Up*
ENSG00000163412,727.5027905,0.442980942,0.135103483,3.278826956,0.001042395,0.071427424,0.752252064,EIF4E3,317649,0.268514383,Up*
ENSG00000163864,194.8241055,0.74762736,0.230414188,3.244710608,0.0011757,0.058756517,1.132156386,NMNAT3,349565,0.370597589,Up*
ENSG00000164181,18.48907576,1.325584114,0.393866609,3.365566118,0.000763868,0.05324941,0.842481448,ELOVL7,79993,0.558648765,Up*
ENSG00000164434,920.8233072,-0.760820389,0.206719396,-3.68044995,0.000232823,0.019976004,0.920535377,FABP7,2173,-0.528674562,Down*
ENSG00000164776,10.62373036,2.628275687,0.824914328,3.186119574,0.00144195,0.084866548,0.803157611,PHKG1,5260,0.693219634,Up*
ENSG00000165118,16.95596526,-2.7247044,0.468242825,-5.818998727,5.92012E-09,2.21088E-06,0.803157611,C9orf64,84267,-2.602479116,Down*
ENSG00000165197,8.554977274,1.639800366,0.508804526,3.222849407,0.001269223,0.07812606,0.81527594,VEGFD,2277,0.524515596,Up*
ENSG00000165246,369.2903196,-3.363687036,0.418141783,-8.044369566,8.66905E-16,9.99177E-13,0.728656052,NLGN4Y,22829,-3.251212769,Down*
ENSG00000165509,13.6535867,1.700235687,0.407791503,4.169374972,3.05436E-05,0.004057984,0.858088624,MAGEC3,139081,1.375331066,Up*
ENSG00000165617,802.3046859,-1.136996207,0.362675604,-3.135022581,0.001718409,0.099574844,0.752252064,DACT1,51339,-0.375204227,Down*
ENSG00000166415,46.09777219,-1.48028362,0.321630415,-4.602436688,4.17577E-06,0.000338669,2.187691391,WDR72,256764,-1.289819774,Down*
ENSG00000166426,870.9778815,-1.412370665,0.31738667,-4.449999948,8.58703E-06,0.002952714,0.359174829,CRABP1,1381,-1.192448846,Down*
ENSG00000166562,826.0016801,0.75672886,0.103484484,7.312486154,2.62244E-13,2.25374E-10,0.69801811,SEC11C,90701,0.71964533,Up*
ENSG00000166619,3139.082048,-0.545188234,0.167188115,-3.26092697,0.001110486,0.080175013,0.678930682,BLCAP,10904,-0.311980965,Down*
ENSG00000166770,429.0983159,2.560183806,0.278553542,9.190993527,3.8923E-20,4.93857E-17,0.902601561,ZNF667-AS1,100128252,2.519449784,Up*
ENSG00000166922,1074.50763,0.62580378,0.161399222,3.877365537,0.000105594,0.018869389,0.453350343,SCG5,6447,0.493602823,Up*
ENSG00000167306,57.3713935,1.140920653,0.288411061,3.955883829,7.62522E-05,0.003992489,2.187691391,MYO5B,4645,0.823426477,Up*
ENSG00000167785,436.9689612,-3.127485489,0.665788197,-4.697418046,2.63471E-06,0.0004971,0.890250356,ZNF558,148156,-2.821029467,Down*
ENSG00000168116,567.5092101,-0.401224732,0.090333277,-4.441604966,8.92904E-06,0.001633558,0.728656052,KIAA1586,57691,-0.3560484,Down*
ENSG00000168255,456.6017496,-0.890984568,0.210678468,-4.229120221,2.34607E-05,0.003133379,0.902601561,POLR2J3,548644,-0.722020541,Down*
ENSG00000168309,96.85687399,-1.693098987,0.371864969,-4.552994033,5.28878E-06,0.000452287,2.017914586,FAM107A,11170,-1.49860509,Down*
ENSG00000168546,305.8915815,-1.026446848,0.244504586,-4.198067871,2.69202E-05,0.003080397,1.063691227,GFRA2,2675,-0.811527873,Down*
ENSG00000168875,7.460855375,2.160793083,0.572583138,3.773763042,0.000160804,0.015897223,0.858088624,SOX14,8403,1.402878456,Up*
ENSG00000169131,553.561075,-0.502055404,0.127071323,-3.950973305,7.7834E-05,0.010064069,0.728656052,ZNF354A,6940,-0.413274373,Down*
ENSG00000169282,132.3198098,1.131235344,0.384168603,2.944632475,0.003233385,0.079088279,2.017914586,KCNAB1,7881,0.27958254,Up*
ENSG00000169668,86.67645853,-0.711253675,0.200061163,-3.555181152,0.000377719,0.015897223,2.017914586,,,-0.468599516,Down*
ENSG00000169715,1.295688541,26.17451195,2.096974277,12.48203769,9.35612E-36,2.50276E-31,0.188373702,MT1E,4493,25.95684094,Up*
ENSG00000169744,404.6424695,0.627900508,0.201154437,3.121484745,0.001799416,0.091427852,0.890250356,LDB2,9079,0.2976094,Up*
ENSG00000169836,59.74025036,0.840521019,0.28565368,2.942447715,0.003256288,0.094703093,1.541475579,TACR3,6870,0.263279385,Up*
ENSG00000170074,87.95928617,-2.359893045,0.469060102,-5.03111016,4.87648E-07,4.95901E-05,2.154407114,FAM153A,285596,-2.223294666,Down*
ENSG00000170430,83.64179961,-0.97190308,0.191487416,-5.075545429,3.86386E-07,4.07085E-05,2.154407114,MGMT,4255,-0.855296272,Down*
ENSG00000170667,446.9341803,-0.724298528,0.238883765,-3.032012356,0.002429293,0.099574844,1.063691227,RASA4B,100271927,-0.285257433,Down*
ENSG00000170959,471.1621426,-1.291908826,0.310570863,-4.159787607,3.18544E-05,0.003559032,1.063691227,DCDC1,341019,-1.005730396,Down*
ENSG00000171291,291.5395629,-1.505037819,0.206203848,-7.298786288,2.90375E-13,2.33498E-10,0.728656052,ZNF439,90594,-1.458559732,Down*
ENSG00000171466,727.1834284,-0.438871439,0.110903495,-3.957237232,7.58216E-05,0.008515198,0.890250356,ZNF562,54811,-0.362538624,Down*
ENSG00000171595,30.3716415,-1.091104952,0.292770143,-3.726831372,0.000193902,0.0088234,2.154407114,DNAI2,64446,-0.698498217,Down*
ENSG00000171604,1137.25642,-0.736793457,0.199271755,-3.697430454,0.000217793,0.019105699,0.920535377,CXXC5,51523,-0.521393985,Down*
ENSG00000171843,636.974368,-0.530642434,0.154427392,-3.436193721,0.000589949,0.050943155,0.69801811,MLLT3,4300,-0.348927627,Down*
ENSG00000172318,314.4115766,0.820739329,0.1993292,4.11750676,3.82993E-05,0.005564242,0.728656052,B3GALT1,8708,0.658167947,Up*
ENSG00000172340,215.6329209,-0.615490803,0.187631143,-3.280323267,0.001036882,0.034435145,2.078494794,SUCLG2,8801,-0.344635495,Down*
ENSG00000173262,12.54266676,2.923572777,0.777781112,3.758863172,0.000170687,0.01676146,0.858088624,SLC2A14,144195,1.797829719,Up*
ENSG00000174460,1872.89651,0.728442935,0.207013255,3.518822674,0.000433466,0.065158648,0.359174829,ZCCHC12,170261,0.464532653,Up*
ENSG00000174912,9.708550302,3.807689819,0.676086422,5.631957237,1.78176E-08,5.79182E-06,0.842481448,,,3.498751042,Up*
ENSG00000174938,3126.170329,0.370339577,0.115179428,3.215327469,0.001302958,0.09586076,0.602294702,SEZ6L2,26470,0.219424229,Up*
ENSG00000174948,47.00601109,1.632748014,0.467972529,3.488982609,0.000484863,0.018350457,2.154407114,GPR149,344758,0.773439336,Up*
ENSG00000175548,768.4389413,0.833876541,0.223398066,3.732693648,0.000189443,0.021235879,0.69801811,ALG10B,144245,0.579551866,Up*
ENSG00000175664,50.79699917,-1.338422788,0.400933911,-3.338262871,0.00084304,0.029535019,2.078494794,TEX26,122046,-0.541916734,Down*
ENSG00000176029,2.877375176,-2.032155785,0.648892114,-3.131731366,0.001737788,0.078676054,1.097641776,C11orf16,56673,-0.526464481,Down*
ENSG00000176399,293.6704092,-0.813914949,0.17728141,-4.59109023,4.40937E-06,0.000760912,0.890250356,DMRTA1,63951,-0.701844705,Down*
ENSG00000176681,107.1647445,-0.757272019,0.178835372,-4.234464421,2.29097E-05,0.001464047,2.154407114,LRRC37A,9884,-0.63020382,Down*
ENSG00000176728,16.83192984,-4.172410376,0.674715845,-6.183951964,6.25164E-10,3.31818E-07,0.63291661,TTTY14,83869,-3.846882871,Down*
ENSG00000176887,14072.63831,-0.505739659,0.143828698,-3.51626391,0.000437666,0.041432905,0.678930682,SOX11,6664,-0.351769669,Down*
ENSG00000177144,1.615929083,29.81320075,4.526664606,6.586129819,4.51439E-11,2.0049E-07,0.081044224,NUDT4B,440672,28.69175521,Up*
ENSG00000177721,9.515062843,-1.215615592,0.317926829,-3.823570336,0.000131533,0.014228217,0.803157611,ANXA2R,389289,-0.812288481,Down*
ENSG00000177873,125.404553,-0.688126036,0.196608115,-3.499987968,0.000465279,0.018739737,2.017914586,ZNF619,285267,-0.441636977,Down*
ENSG00000178081,20.67645426,2.272584452,0.651309003,3.489256929,0.000484365,0.037425851,0.858088624,ULK4P3,89837,1.047978376,Up*
ENSG00000178162,992.5312011,-0.793309418,0.188549453,-4.207434213,2.58287E-05,0.007395102,0.359174829,,,-0.652086748,Down*
ENSG00000178385,1306.730124,0.368770999,0.110561413,3.335440371,0.000851644,0.087433419,0.453350343,PLEKHM3,389072,0.237080002,Up*
ENSG00000179083,189.5645683,0.860984899,0.229261825,3.755465609,0.00017302,0.00800247,2.187691391,FAM133A,286499,0.599808757,Up*
ENSG00000179222,13356.67577,0.270482001,0.076281442,3.545842789,0.00039136,0.029410763,0.971773344,MAGED1,9500,0.196336223,Up*
ENSG00000179542,507.4185006,0.939044786,0.214045867,4.387119457,1.14862E-05,0.001710897,0.890250356,SLITRK4,139065,0.77695179,Up*
ENSG00000179869,100.8688211,-1.249258449,0.284665399,-4.388515271,1.14127E-05,0.000799206,2.154407114,ABCA13,154664,-1.027331033,Down*
ENSG00000180139,6.151415792,2.698199195,0.706192094,3.820772303,0.000133034,0.017535776,0.63291661,ACTA2-AS1,100132116,1.793899811,Up*
ENSG00000180178,1189.520729,-3.372431783,0.296257074,-11.38346415,5.0551E-30,1.72947E-26,0.920535377,,,-3.314950584,Down*
ENSG00000180229,443.7399123,-0.550624778,0.174564851,-3.154270606,0.001608998,0.084423275,0.902601561,HERC2P3,283755,-0.284697908,Down*
ENSG00000180543,309.0321334,-1.752682179,0.293650875,-5.968591703,2.3931E-09,8.68298E-07,0.890250356,TSPYL5,85453,-1.684037508,Down*
ENSG00000180574,28.54502974,-1.90873988,0.401448863,-4.754627689,1.98812E-06,0.000160741,2.43456659,EIF2S3B,255308,-1.755840072,Down*
ENSG00000180730,94.44848222,0.70888656,0.212766037,3.331765583,0.000862969,0.030697268,2.017914586,SHISA2,387914,0.392905703,Up*
ENSG00000180777,8.008415211,2.732447219,0.838334161,3.259377164,0.001116571,0.083864551,0.63291661,ANKRD30B,374860,0.813986876,Up*
ENSG00000180815,36.04000105,1.146674194,0.316953938,3.617794444,0.000297124,0.012048917,2.187691391,MAP3K15,389840,0.666386058,Up*
ENSG00000180881,249.2495268,0.568041273,0.202134355,2.810216367,0.00495082,0.099900253,2.154407114,CAPS2,84698,0.194356887,Up*
ENSG00000181218,171.6830099,0.596404845,0.195503817,3.050604612,0.002283811,0.058841123,2.187691391,H2AW,92815,0.267531703,Up*
ENSG00000181449,4341.629144,-0.414746872,0.129651552,-3.198934872,0.001379363,0.076631996,0.910654292,SOX2,6657,-0.238733669,Down*
ENSG00000181744,1562.782745,-0.541092213,0.133781213,-4.044605377,5.24113E-05,0.011431816,0.409614407,DIPK2A,205428,-0.453080011,Down*
ENSG00000182195,818.3175307,0.784013897,0.182575186,4.294197437,1.75326E-05,0.002468616,0.890250356,LDOC1,23641,0.655350344,Up*
ENSG00000182255,88.70868092,0.976589388,0.333872305,2.925038621,0.003444135,0.080650592,2.078494794,KCNA4,3739,0.26358998,Up*
ENSG00000182287,1896.262416,0.351404651,0.094161795,3.731923882,0.000190023,0.035785904,0.359174829,AP1S2,8905,0.271191246,Up*
ENSG00000182447,588.8732179,-1.557004297,0.492716529,-3.160040726,0.001577471,0.09586076,0.728656052,OTOL1,131149,-0.456291032,Down*
ENSG00000182670,20853.55565,0.305446544,0.09411696,3.245393221,0.001172885,0.068029618,0.910654292,TTC3,7267,0.189429149,Up*
ENSG00000182698,16.90543317,1.983921877,0.642142497,3.089535245,0.002004699,0.071427424,1.446071393,RESP18,389075,0.478836911,Up*
ENSG00000182768,3553.65111,0.366693664,0.068447095,5.357329845,8.44608E-08,2.2255E-05,0.910654292,NGRN,51335,0.34197913,Up*
ENSG00000183171,22.07179463,0.805793235,0.250127299,3.22153255,0.00127507,0.078737899,0.803157611,LOC643015,643015,0.373342456,Up*
ENSG00000183346,91.11334812,1.050956672,0.328630475,3.197989083,0.001383895,0.053097163,1.541475579,CABCOCO1,219621,0.398911046,Up*
ENSG00000183486,30.24110139,-2.079850022,0.477016708,-4.36011986,1.29991E-05,0.000904881,2.154407114,MX2,4600,-1.819717873,Down*
ENSG00000183506,1407.598628,-0.509108648,0.115413041,-4.411188214,1.02805E-05,0.003069628,0.409614407,PI4KAP2,375133,-0.451681899,Down*
ENSG00000183654,26.7968622,-0.975408954,0.272291,-3.582229864,0.000340674,0.01461697,2.017914586,MARCHF11,441061,-0.582057267,Down*
ENSG00000183688,279.6200581,-0.854701388,0.221415215,-3.860174592,0.000113306,0.011431816,0.890250356,RFLNB,359845,-0.626434769,Down*
ENSG00000183850,310.0938553,-0.680364124,0.164443019,-4.137385262,3.51286E-05,0.004338811,0.902601561,ZNF730,100129543,-0.565558351,Down*
ENSG00000183878,457.4947971,-4.205289192,0.514349417,-8.175938483,2.93572E-16,2.63213E-13,1.003606999,UTY,7404,-4.009920246,Down*
ENSG00000184156,379.8120087,0.822365397,0.209518735,3.925020812,8.67222E-05,0.009296699,0.890250356,KCNQ3,3786,0.623613174,Up*
ENSG00000184470,70.97937294,-1.547336962,0.411121793,-3.763694821,0.000167421,0.007774761,2.187691391,TXNRD2,10587,-0.981430646,Down*
ENSG00000185304,1432.776398,3.184713111,0.352409943,9.036955903,1.61095E-19,4.70847E-16,0.359174829,RGPD2,729857,3.107469921,Up*
ENSG00000185594,9.953876012,-1.78482994,0.556483002,-3.207339547,0.001339688,0.080819063,0.803157611,SPATA8,145946,-0.545061418,Down*
ENSG00000185686,5.064069132,-3.185032991,0.953586966,-3.34005508,0.000837618,0.069177793,0.63291661,PRAME,23532,-1.015827742,Down*
ENSG00000185985,473.7058258,1.941598212,0.197025971,9.854529363,6.55229E-23,1.61829E-19,0.728656052,SLITRK2,84631,1.922607084,Up*
ENSG00000186312,115.0658765,0.870086051,0.277175678,3.139113994,0.001694595,0.050943155,2.011375801,CA5BP1,340591,0.347424077,Up*
ENSG00000186481,9.263812777,2.598625187,0.806125321,3.223599506,0.001265903,0.078085873,0.81527594,,,0.739436316,Up*
ENSG00000186715,58.1906262,1.010345936,0.217201675,4.651648905,3.29291E-06,0.000278849,2.187691391,MST1L,11223,0.859222334,Up*
ENSG00000186854,91.48914025,-0.871050214,0.28282827,-3.079784822,0.002071502,0.058252419,2.017914586,TRABD2A,129293,-0.321508156,Down*
ENSG00000186973,56.68589568,-0.715907251,0.224481633,-3.189157357,0.001426882,0.041612736,2.187691391,FAM183A,440585,-0.342096031,Down*
ENSG00000187122,4270.417447,-0.743397096,0.216249833,-3.437677089,0.000586727,0.041432905,0.910654292,SLIT1,6585,-0.442445232,Down*
ENSG00000187164,3931.880195,-0.854001763,0.257941722,-3.310832213,0.00093019,0.05545795,0.971773344,SHTN1,57698,-0.422069966,Down*
ENSG00000187627,470.6905637,2.451976187,0.375569572,6.528687011,6.63487E-11,2.98717E-08,0.902601561,RGPD1,400966,2.378373836,Up*
ENSG00000187823,2.469915094,3.243812504,0.974596086,3.328366027,0.00087357,0.071406323,0.63291661,RTL4,340595,1.000213748,Up*
ENSG00000187905,50.91082153,-1.190249015,0.38136351,-3.121035399,0.001802164,0.052944017,2.017914586,LRRC74B,400891,-0.373589534,Down*
ENSG00000188021,1960.760315,0.281602377,0.060092271,4.686166346,2.7837E-06,0.000999409,0.409614407,UBQLN2,29978,0.249772243,Up*
ENSG00000188064,299.5678476,-0.954458333,0.26809646,-3.560130308,0.000370671,0.034828307,0.728656052,WNT7B,7477,-0.564391444,Down*
ENSG00000188219,198.505135,-3.786091051,0.468981655,-8.073004579,6.8589E-16,2.86696E-13,2.078494794,POTEE,445582,-3.633019255,Down*
ENSG00000188707,40.13692383,-1.607298797,0.568714484,-2.826196345,0.004710438,0.08888595,2.43456659,ZBED6CL,113763,-0.259790117,Down*
ENSG00000189223,142.6634372,4.656054352,0.691283502,6.735376058,1.63506E-11,3.8243E-09,2.154407114,PAX8-AS1,654433,4.294804296,Up*
ENSG00000189229,40.26919976,1.299548513,0.282788009,4.595486631,4.3174E-06,0.000374345,2.017914586,,,1.109037972,Up*
ENSG00000189423,108.4203066,-0.60059771,0.187559233,-3.202176198,0.001363935,0.041653811,2.078494794,,,-0.315382986,Down*
ENSG00000196083,44.19899942,0.91502061,0.285333393,3.206847256,0.001341982,0.040039421,2.187691391,IL1RAP,3556,0.384742872,Up*
ENSG00000196169,74.58947605,-0.710672486,0.242555728,-2.929934873,0.003390331,0.096920573,1.541475579,KIF19,124602,-0.247906814,Down*
ENSG00000196172,318.3558132,-0.683091113,0.207471711,-3.292454229,0.000993171,0.054455143,1.063691227,ZNF681,148213,-0.371010446,Down*
ENSG00000196263,1016.200579,2.601321811,0.251942486,10.32506207,5.42837E-25,2.1085E-21,0.498961552,ZNF471,57573,2.567544661,Up*
ENSG00000196507,793.5530802,0.456558317,0.096637552,4.724440003,2.3075E-06,0.000524917,0.728656052,TCEAL3,85012,0.416100129,Up*
ENSG00000196604,258.7795075,-2.998165551,0.344801005,-8.695350393,3.45761E-18,1.59281E-15,2.187691391,POTEF,728378,-2.927673993,Down*
ENSG00000196639,22.65041267,1.805766755,0.521720091,3.461179255,0.000537815,0.041432905,0.842481448,HRH1,3269,0.817267599,Up*
ENSG00000196834,338.7484286,-2.365003981,0.338287406,-6.991108558,2.72723E-12,1.72843E-09,0.845833024,POTEI,653269,-2.306731892,Down*
ENSG00000196839,67.81823702,-0.775159441,0.262233077,-2.955994149,0.00311663,0.076014122,2.078494794,ADA,100,-0.263338965,Down*
ENSG00000196867,870.3160367,0.610135963,0.135003631,4.519404097,6.20139E-06,0.00195502,0.409614407,ZFP28,140612,0.540750295,Up*
ENSG00000197020,378.5235927,-0.446864572,0.116398936,-3.839077815,0.000123497,0.014624006,0.728656052,ZNF100,163227,-0.357918761,Down*
ENSG00000197149,24.53556201,-2.126407294,0.440809237,-4.823871903,1.40798E-06,0.000115643,2.43456659,RPS2P40,91561,-1.979753534,Down*
ENSG00000197329,595.1442538,-0.478629636,0.134069541,-3.570010253,0.000356967,0.026591887,1.003606999,PELI1,57162,-0.344500214,Down*
ENSG00000197550,295.2909827,-0.776182836,0.214450861,-3.619397163,0.00029529,0.021587518,1.063691227,,,-0.517371476,Down*
ENSG00000197622,1599.228395,-0.242351353,0.072224349,-3.355535295,0.000792115,0.08888595,0.409614407,CDC42SE1,56882,-0.164732922,Down*
ENSG00000197822,232.2517788,0.69122625,0.1912994,3.613321582,0.000302299,0.020957534,1.132156386,OCLN,100506658,0.475912787,Up*
ENSG00000198028,20.11629215,3.332503135,0.44809929,7.436974808,1.03017E-13,7.81281E-11,0.858088624,ZNF560,147741,3.204832816,Up*
ENSG00000198046,469.2116822,3.497225433,0.367967808,9.504161394,2.01666E-21,3.31133E-18,0.902601561,ZNF667,63934,3.40687926,Up*
ENSG00000198105,438.7973744,1.287317412,0.396845306,3.243877129,0.001179146,0.079477098,0.728656052,ZNF248,57209,0.46402474,Up*
ENSG00000198205,96.70197164,3.162680584,0.381870769,8.282070383,1.21052E-16,5.24318E-14,2.154407114,ZXDA,7789,3.072835939,Up*
ENSG00000198300,5993.509135,4.878005952,0.37135629,13.13564918,2.0572E-39,1.37696E-35,0.941042546,PEG3,5178,4.767900791,Up*
ENSG00000198382,713.3206897,-0.531373513,0.083791613,-6.341607437,2.2738E-10,1.17346E-07,0.728656052,UVRAG,7405,-0.508128186,Down*
ENSG00000198515,4.921940118,2.052605688,0.662338587,3.099027791,0.001941568,0.099937966,0.842481448,CNGA1,1259,0.499347134,Up*
ENSG00000198689,2282.590731,0.342194054,0.075259501,4.546855213,5.44534E-06,0.001154719,0.678930682,SLC9A6,10479,0.303731964,Up*
ENSG00000198692,289.8963546,-3.89338867,0.680038334,-5.725248817,1.03282E-08,3.31379E-06,0.902601561,EIF1AY,9086,-3.576752203,Down*
ENSG00000198865,72.90035809,-0.904688109,0.261956073,-3.453587082,0.000553184,0.021383481,2.017914586,CCDC152,100129792,-0.499732722,Down*
ENSG00000198879,557.2469568,0.688701507,0.211543143,3.255607796,0.001131499,0.067274358,0.890250356,SFMBT2,57713,0.359630813,Up*
ENSG00000203279,21.99754229,1.091447554,0.331889418,3.288587985,0.001006913,0.066779693,0.803157611,,,0.455885012,Up*
ENSG00000203499,186.2246959,-0.612456656,0.214805656,-2.851212895,0.00435528,0.094106284,2.078494794,IQANK1,642574,-0.21170812,Down*
ENSG00000204072,3.126294525,10.37963423,1.986173415,5.225945604,1.73267E-07,4.54533E-05,0.842481448,,,9.217769171,Up*
ENSG00000204172,409.175927,-0.877922833,0.157796598,-5.563636012,2.64211E-08,7.789E-06,0.890250356,AGAP9,642517,-0.79485664,Down*
ENSG00000204677,20.58908033,-1.720396527,0.521017384,-3.301994481,0.00096,0.064763704,0.803157611,FAM153CP,653316,-0.618197808,Down*
ENSG00000204837,37.54222258,-1.902024536,0.545360192,-3.487648283,0.000487289,0.019376182,2.017914586,,,-0.889733288,Down*
ENSG00000204969,335.8923716,0.859269799,0.182277954,4.714063224,2.42825E-06,0.000548775,0.728656052,PCDHA2,56146,0.744390205,Up*
ENSG00000205571,730.9110849,0.475301744,0.135737462,3.501625391,0.000462429,0.030941465,1.063691227,SMN1,6606,0.330240516,Up*
ENSG00000205632,11.69321337,-1.482834586,0.395768074,-3.746726136,0.000179157,0.018034593,0.81527594,LINC01310,100128946,-0.926797682,Down*
ENSG00000205922,955.0405389,-2.569835904,0.623235618,-4.123377787,3.73357E-05,0.008266668,0.453350343,ONECUT3,390874,-2.087091408,Down*
ENSG00000205927,79.81772499,-1.2320542,0.29522341,-4.173294392,3.00227E-05,0.001895454,2.078494794,OLIG2,10215,-0.961097892,Down*
ENSG00000206199,46.28750216,-1.350664107,0.461792415,-2.92482956,0.003446449,0.080650592,2.078494794,ANKUB1,389161,-0.285473001,Down*
ENSG00000206341,11.59478834,-1.524659577,0.416939011,-3.656792808,0.000255391,0.024136093,0.81527594,,,-0.877859222,Down*
ENSG00000213058,150.3540904,-2.113109709,0.472874504,-4.468648009,7.87155E-06,0.000604128,2.078494794,,,-1.890104929,Down*
ENSG00000213185,7.268784513,4.791827733,0.866777612,5.528324297,3.23304E-08,1.3E-05,0.63291661,FAM24B,196792,4.232858943,Up*
ENSG00000214081,13.23298496,-1.617038334,0.480730614,-3.363709919,0.000769023,0.05545795,0.803157611,CYP4F30P,100132708,-0.645417529,Down*
ENSG00000214189,68.95058799,-0.522198066,0.180102941,-2.899442187,0.003738273,0.087079872,2.017914586,,,-0.208418145,Down*
ENSG00000214425,984.8889962,1.76848934,0.376665288,4.695121632,2.66448E-06,0.000969198,0.409614407,,,1.60357884,Up*
ENSG00000214455,195.3455273,-1.151340261,0.205281956,-5.608579935,2.03993E-08,5.01571E-06,1.132156386,,,-1.042965481,Down*
ENSG00000214544,13.53144706,2.247923151,0.600929058,3.740746303,0.000183475,0.011431816,1.446071393,GTF2IRD2P1,401375,1.412623997,Up*
ENSG00000214548,9676.587369,3.949454052,0.247863145,15.93401092,3.67977E-57,1.53931E-52,0.602294702,MEG3,55384,3.904342919,Up*
ENSG00000215030,44.90376165,2.078226009,0.44158236,4.706315732,2.52234E-06,0.000225174,2.154407114,RPL13P12,388344,1.914492768,Up*
ENSG00000215190,41.85928707,3.069759501,0.74760938,4.106100837,4.02394E-05,0.002113868,2.43456659,GUSBP1,728411,2.414812467,Up*
ENSG00000215397,166.8439131,-0.862484456,0.231465238,-3.726194325,0.000194393,0.008774268,2.187691391,SCRT2,85508,-0.591230969,Down*
ENSG00000215808,10.9846652,-2.787252389,0.597190309,-4.667276659,3.05218E-06,0.000588888,0.842481448,LINC01139,339535,-2.539373849,Down*
ENSG00000218739,637.5140289,2.250562288,0.170229191,13.22077765,6.65721E-40,6.2802E-36,0.890250356,CEBPZOS,100505876,2.236712815,Up*
ENSG00000220793,2.782196263,21.43978792,4.540399538,4.722004691,2.33531E-06,0.000595921,0.63291661,RPL21P119,653737,18.68651721,Up*
ENSG00000221947,33.51335187,1.369059859,0.407182179,3.362278431,0.000773021,0.024315785,2.43456659,XKR9,389668,0.568211607,Up*
ENSG00000223403,29.98407453,2.95714245,0.8287034,3.568396665,0.000359172,0.015201715,2.017914586,MEG9,100507257,1.430080224,Up*
ENSG00000223482,215.2986201,-0.350615557,0.113765709,-3.081908961,0.002056777,0.058100061,2.017914586,NUTM2A-AS1,728190,-0.188906996,Down*
ENSG00000223756,112.1956545,-0.753696791,0.158431788,-4.757232118,1.96265E-06,0.000189962,2.017914586,TSSC2,650368,-0.66494468,Down*
ENSG00000223760,22.40159509,-3.527324535,0.69324987,-5.088099813,3.61669E-07,5.43223E-05,1.446071393,MED15P9,285103,-3.210779616,Down*
ENSG00000223839,103.1948326,0.820914104,0.268732985,3.054757506,0.002252426,0.061673301,2.017914586,FAM95B1,100133036,0.305814681,Up*
ENSG00000223972,3.162504374,-5.341345684,1.520032401,-3.513968309,0.000441465,0.043499399,0.63291661,DDX11L2,84771,-1.383925399,Down*
ENSG00000224020,18.09025288,-1.028059941,0.298614623,-3.442764897,0.0005758,0.053305351,0.63291661,MIR181A2HG,100379345,-0.528647867,Down*
ENSG00000224114,86.50832016,-2.39377779,0.529202129,-4.523371431,6.08623E-06,0.000503249,2.017914586,RPS14P1,100271063,-2.163031641,Down*
ENSG00000224769,82.30261776,-0.787214908,0.225832221,-3.485839636,0.000490595,0.018344282,2.187691391,,,-0.475522288,Down*
ENSG00000225151,2053.93728,-0.484199848,0.131175424,-3.691239049,0.000223164,0.036506985,0.409614407,GOLGA2P7,388152,-0.367621635,Down*
ENSG00000225178,136.323923,-0.820398564,0.289770152,-2.831204519,0.004637306,0.095654411,2.154407114,,,-0.222667726,Down*
ENSG00000225548,35.12955578,-1.011885335,0.318072009,-3.181308972,0.001466112,0.042650842,2.154407114,LINC01980,105377007,-0.385070989,Down*
ENSG00000225746,52.49194783,2.384022979,0.359620715,6.629270457,3.3735E-11,7.38954E-09,2.017914586,,,2.317319502,Up*
ENSG00000225976,1.655678805,24.91976277,4.536268499,5.493449688,3.94157E-08,9.8819E-05,0.081044224,,,23.91449911,Up*
ENSG00000226259,232.9093107,1.196813727,0.153911709,7.775975841,7.4868E-15,2.73611E-12,2.154407114,,,1.14484784,Up*
ENSG00000226476,20.37108083,-1.624313141,0.357737073,-4.540522251,5.61151E-06,0.000969198,0.858088624,LINC01748,105378763,-1.425420325,Down*
ENSG00000226530,13.33056201,1.23391707,0.383820168,3.214831245,0.001305212,0.05324941,1.446071393,,,0.435670457,Up*
ENSG00000226674,21.41582047,-1.759853321,0.376250347,-4.677346708,2.90611E-06,0.000714109,0.63291661,TEX41,401014,-1.59162782,Down*
ENSG00000226686,16.39734686,1.786970687,0.534067011,3.345967176,0.000819961,0.068036827,0.63291661,LINC01535,101927667,0.683496864,Up*
ENSG00000227370,12.98493599,1.568581542,0.354338185,4.426792281,9.56448E-06,0.001546121,0.842481448,,,1.341793701,Up*
